Date;Year;Month_Num;Month_Name;Quarter;Week;Machine;Process_Step;Total_Pieces;Good_Pieces;Rejected_Pieces;Total_Downtime [sec];Total_Run_Time [sec];Total_Planned [sec];Avg_OEE;Avg_Availability;Avg_Performance;Avg_Quality;Shifts_Run;Scrap_Rate;FPY
28/03/2023;2023;3;Mar;Q1;13;EDM Wire-Cut;4;12;12;0;2956;25844;28800;0.504;0.897;0.562;1;1;0;1
29/03/2023;2023;3;Mar;Q1;13;EDM Wire-Cut;4;15;15;0;4481;24319;28800;0.436;0.844;0.517;1;1;0;1
30/03/2023;2023;3;Mar;Q1;13;EDM Wire-Cut;4;14;14;0;4579;24221;28800;0.471;0.841;0.561;1;1;0;1
31/03/2023;2023;3;Mar;Q1;13;EDM Wire-Cut;4;19;19;0;3478;25322;28800;0.511;0.879;0.581;1;1;0;1
01/04/2023;2023;4;Apr;Q2;13;EDM Wire-Cut;4;14;14;0;3278;25522;28800;0.498;0.886;0.562;1;1;0;1
02/04/2023;2023;4;Apr;Q2;13;EDM Wire-Cut;4;12;12;0;4741;24059;28800;0.477;0.835;0.571;1;1;0;1
03/04/2023;2023;4;Apr;Q2;14;EDM Wire-Cut;4;13;13;0;3304;25496;28800;0.51;0.885;0.576;1;1;0;1
04/04/2023;2023;4;Apr;Q2;14;EDM Wire-Cut;4;11;11;0;3899;24901;28800;0.482;0.865;0.557;1;1;0;1
05/04/2023;2023;4;Apr;Q2;14;EDM Wire-Cut;4;14;14;0;3801;24999;28800;0.505;0.868;0.582;1;1;0;1
06/04/2023;2023;4;Apr;Q2;14;EDM Wire-Cut;4;19;18;1;2725;26075;28800;0.513;0.905;0.598;0.947;1;0.0526;0.9474
07/04/2023;2023;4;Apr;Q2;14;EDM Wire-Cut;4;18;18;0;4004;24796;28800;0.457;0.861;0.531;1;1;0;1
08/04/2023;2023;4;Apr;Q2;14;EDM Wire-Cut;4;20;20;0;3929;24871;28800;0.481;0.864;0.557;1;1;0;1
09/04/2023;2023;4;Apr;Q2;14;EDM Wire-Cut;4;16;16;0;4134;24666;28800;0.529;0.856;0.618;1;1;0;1
10/04/2023;2023;4;Apr;Q2;15;EDM Wire-Cut;4;15;15;0;3978;24822;28800;0.49;0.862;0.569;1;1;0;1
11/04/2023;2023;4;Apr;Q2;15;EDM Wire-Cut;4;12;12;0;5503;23297;28800;0.456;0.809;0.564;1;1;0;1
12/04/2023;2023;4;Apr;Q2;15;EDM Wire-Cut;4;15;15;0;4752;24048;28800;0.467;0.835;0.559;1;1;0;1
13/04/2023;2023;4;Apr;Q2;15;EDM Wire-Cut;4;14;14;0;3886;24914;28800;0.514;0.865;0.594;1;1;0;1
14/04/2023;2023;4;Apr;Q2;15;EDM Wire-Cut;4;17;17;0;3956;24844;28800;0.469;0.863;0.544;1;1;0;1
15/04/2023;2023;4;Apr;Q2;15;EDM Wire-Cut;4;12;12;0;5216;23584;28800;0.48;0.819;0.586;1;1;0;1
16/04/2023;2023;4;Apr;Q2;15;EDM Wire-Cut;4;15;15;0;4522;24278;28800;0.471;0.843;0.559;1;1;0;1
17/04/2023;2023;4;Apr;Q2;16;EDM Wire-Cut;4;10;10;0;2908;25892;28800;0.493;0.899;0.548;1;1;0;1
18/04/2023;2023;4;Apr;Q2;16;EDM Wire-Cut;4;15;14;1;4588;24212;28800;0.439;0.841;0.56;0.933;1;0.0667;0.9333
19/04/2023;2023;4;Apr;Q2;16;EDM Wire-Cut;4;16;16;0;4814;23986;28800;0.47;0.833;0.564;1;1;0;1
20/04/2023;2023;4;Apr;Q2;16;EDM Wire-Cut;4;10;10;0;5104;23696;28800;0.456;0.823;0.554;1;1;0;1
21/04/2023;2023;4;Apr;Q2;16;EDM Wire-Cut;4;11;11;0;3546;25254;28800;0.517;0.877;0.59;1;1;0;1
22/04/2023;2023;4;Apr;Q2;16;EDM Wire-Cut;4;11;11;0;3490;25310;28800;0.482;0.879;0.548;1;1;0;1
23/04/2023;2023;4;Apr;Q2;16;EDM Wire-Cut;4;14;14;0;3130;25670;28800;0.506;0.891;0.568;1;1;0;1
24/04/2023;2023;4;Apr;Q2;17;EDM Wire-Cut;4;11;11;0;4094;24706;28800;0.495;0.858;0.577;1;1;0;1
25/04/2023;2023;4;Apr;Q2;17;EDM Wire-Cut;4;18;18;0;4421;24379;28800;0.481;0.846;0.568;1;1;0;1
26/04/2023;2023;4;Apr;Q2;17;EDM Wire-Cut;4;16;16;0;3460;25340;28800;0.512;0.88;0.582;1;1;0;1
27/04/2023;2023;4;Apr;Q2;17;EDM Wire-Cut;4;16;15;1;3747;25053;28800;0.453;0.87;0.555;0.938;1;0.0625;0.9375
28/04/2023;2023;4;Apr;Q2;17;EDM Wire-Cut;4;10;10;0;2272;26528;28800;0.533;0.921;0.579;1;1;0;1
29/04/2023;2023;4;Apr;Q2;17;EDM Wire-Cut;4;18;18;0;5020;23780;28800;0.479;0.826;0.58;1;1;0;1
30/04/2023;2023;4;Apr;Q2;17;EDM Wire-Cut;4;16;16;0;2649;26151;28800;0.533;0.908;0.587;1;1;0;1
01/05/2023;2023;5;May;Q2;18;EDM Wire-Cut;4;13;12;1;4145;24655;28800;0.413;0.856;0.522;0.923;1;0.0769;0.9231
02/05/2023;2023;5;May;Q2;18;EDM Wire-Cut;4;11;11;0;4040;24760;28800;0.496;0.86;0.577;1;1;0;1
03/05/2023;2023;5;May;Q2;18;EDM Wire-Cut;4;14;14;0;3891;24909;28800;0.506;0.865;0.585;1;1;0;1
04/05/2023;2023;5;May;Q2;18;EDM Wire-Cut;4;13;13;0;3909;24891;28800;0.48;0.864;0.556;1;1;0;1
05/05/2023;2023;5;May;Q2;18;EDM Wire-Cut;4;13;13;0;3076;25724;28800;0.494;0.893;0.553;1;1;0;1
06/05/2023;2023;5;May;Q2;18;EDM Wire-Cut;4;13;13;0;3603;25197;28800;0.48;0.875;0.549;1;1;0;1
07/05/2023;2023;5;May;Q2;18;EDM Wire-Cut;4;17;17;0;4603;24197;28800;0.455;0.84;0.542;1;1;0;1
08/05/2023;2023;5;May;Q2;19;EDM Wire-Cut;4;8;8;0;4832;23968;28800;0.483;0.832;0.58;1;1;0;1
09/05/2023;2023;5;May;Q2;19;EDM Wire-Cut;4;18;18;0;3531;25269;28800;0.541;0.877;0.617;1;1;0;1
10/05/2023;2023;5;May;Q2;19;EDM Wire-Cut;4;17;17;0;2653;26147;28800;0.502;0.908;0.552;1;1;0;1
11/05/2023;2023;5;May;Q2;19;EDM Wire-Cut;4;15;15;0;3256;25544;28800;0.492;0.887;0.554;1;1;0;1
12/05/2023;2023;5;May;Q2;19;EDM Wire-Cut;4;14;14;0;5285;23515;28800;0.462;0.816;0.565;1;1;0;1
13/05/2023;2023;5;May;Q2;19;EDM Wire-Cut;4;17;17;0;3301;25499;28800;0.468;0.885;0.529;1;1;0;1
14/05/2023;2023;5;May;Q2;19;EDM Wire-Cut;4;15;15;0;3781;25019;28800;0.477;0.869;0.549;1;1;0;1
15/05/2023;2023;5;May;Q2;20;EDM Wire-Cut;4;14;14;0;4948;23852;28800;0.467;0.828;0.564;1;1;0;1
16/05/2023;2023;5;May;Q2;20;EDM Wire-Cut;4;18;18;0;3450;25350;28800;0.48;0.88;0.545;1;1;0;1
17/05/2023;2023;5;May;Q2;20;EDM Wire-Cut;4;20;20;0;3728;25072;28800;0.515;0.871;0.592;1;1;0;1
18/05/2023;2023;5;May;Q2;20;EDM Wire-Cut;4;12;12;0;4469;24331;28800;0.453;0.845;0.536;1;1;0;1
19/05/2023;2023;5;May;Q2;20;EDM Wire-Cut;4;16;16;0;5176;23624;28800;0.48;0.82;0.585;1;1;0;1
20/05/2023;2023;5;May;Q2;20;EDM Wire-Cut;4;12;12;0;3358;25442;28800;0.528;0.883;0.598;1;1;0;1
21/05/2023;2023;5;May;Q2;20;EDM Wire-Cut;4;16;16;0;4930;23870;28800;0.475;0.829;0.574;1;1;0;1
22/05/2023;2023;5;May;Q2;21;EDM Wire-Cut;4;13;13;0;3639;25161;28800;0.491;0.874;0.562;1;1;0;1
23/05/2023;2023;5;May;Q2;21;EDM Wire-Cut;4;18;18;0;3173;25627;28800;0.508;0.89;0.571;1;1;0;1
24/05/2023;2023;5;May;Q2;21;EDM Wire-Cut;4;14;14;0;4048;24752;28800;0.477;0.859;0.555;1;1;0;1
25/05/2023;2023;5;May;Q2;21;EDM Wire-Cut;4;15;15;0;2963;25837;28800;0.466;0.897;0.519;1;1;0;1
26/05/2023;2023;5;May;Q2;21;EDM Wire-Cut;4;19;19;0;4220;24580;28800;0.463;0.853;0.543;1;1;0;1
27/05/2023;2023;5;May;Q2;21;EDM Wire-Cut;4;13;13;0;6285;22515;28800;0.442;0.782;0.565;1;1;0;1
28/05/2023;2023;5;May;Q2;21;EDM Wire-Cut;4;16;16;0;4709;24091;28800;0.455;0.836;0.544;1;1;0;1
29/05/2023;2023;5;May;Q2;22;EDM Wire-Cut;4;13;13;0;3775;25025;28800;0.483;0.869;0.556;1;1;0;1
30/05/2023;2023;5;May;Q2;22;EDM Wire-Cut;4;18;18;0;4667;24133;28800;0.483;0.838;0.576;1;1;0;1
31/05/2023;2023;5;May;Q2;22;EDM Wire-Cut;4;19;19;0;3138;25662;28800;0.506;0.891;0.568;1;1;0;1
01/06/2023;2023;6;Jun;Q2;22;EDM Wire-Cut;4;14;14;0;3267;25533;28800;0.522;0.887;0.589;1;1;0;1
02/06/2023;2023;6;Jun;Q2;22;EDM Wire-Cut;4;9;9;0;3797;25003;28800;0.496;0.868;0.572;1;1;0;1
03/06/2023;2023;6;Jun;Q2;22;EDM Wire-Cut;4;13;13;0;3924;24876;28800;0.495;0.864;0.573;1;1;0;1
04/06/2023;2023;6;Jun;Q2;22;EDM Wire-Cut;4;21;21;0;2859;25941;28800;0.494;0.901;0.549;1;1;0;1
05/06/2023;2023;6;Jun;Q2;23;EDM Wire-Cut;4;13;13;0;3620;25180;28800;0.468;0.874;0.535;1;1;0;1
06/06/2023;2023;6;Jun;Q2;23;EDM Wire-Cut;4;19;19;0;3745;25055;28800;0.483;0.87;0.556;1;1;0;1
07/06/2023;2023;6;Jun;Q2;23;EDM Wire-Cut;4;13;13;0;5045;23755;28800;0.452;0.825;0.549;1;1;0;1
08/06/2023;2023;6;Jun;Q2;23;EDM Wire-Cut;4;13;13;0;2859;25941;28800;0.506;0.901;0.561;1;1;0;1
09/06/2023;2023;6;Jun;Q2;23;EDM Wire-Cut;4;17;17;0;2787;26013;28800;0.489;0.903;0.541;1;1;0;1
10/06/2023;2023;6;Jun;Q2;23;EDM Wire-Cut;4;16;16;0;3992;24808;28800;0.503;0.861;0.584;1;1;0;1
11/06/2023;2023;6;Jun;Q2;23;EDM Wire-Cut;4;17;17;0;4744;24056;28800;0.458;0.835;0.548;1;1;0;1
12/06/2023;2023;6;Jun;Q2;24;EDM Wire-Cut;4;15;15;0;4281;24519;28800;0.474;0.851;0.557;1;1;0;1
13/06/2023;2023;6;Jun;Q2;24;EDM Wire-Cut;4;17;17;0;4089;24711;28800;0.484;0.858;0.565;1;1;0;1
14/06/2023;2023;6;Jun;Q2;24;EDM Wire-Cut;4;17;17;0;3633;25167;28800;0.516;0.874;0.59;1;1;0;1
15/06/2023;2023;6;Jun;Q2;24;EDM Wire-Cut;4;18;18;0;4377;24423;28800;0.513;0.848;0.605;1;1;0;1
16/06/2023;2023;6;Jun;Q2;24;EDM Wire-Cut;4;13;12;1;4494;24306;28800;0.472;0.844;0.606;0.923;1;0.0769;0.9231
17/06/2023;2023;6;Jun;Q2;24;EDM Wire-Cut;4;17;17;0;3658;25142;28800;0.468;0.873;0.536;1;1;0;1
18/06/2023;2023;6;Jun;Q2;24;EDM Wire-Cut;4;13;13;0;3124;25676;28800;0.496;0.892;0.557;1;1;0;1
19/06/2023;2023;6;Jun;Q2;25;EDM Wire-Cut;4;14;14;0;3129;25671;28800;0.492;0.891;0.552;1;1;0;1
20/06/2023;2023;6;Jun;Q2;25;EDM Wire-Cut;4;14;14;0;4534;24266;28800;0.483;0.843;0.573;1;1;0;1
21/06/2023;2023;6;Jun;Q2;25;EDM Wire-Cut;4;12;12;0;2665;26135;28800;0.519;0.907;0.572;1;1;0;1
22/06/2023;2023;6;Jun;Q2;25;EDM Wire-Cut;4;10;10;0;5149;23651;28800;0.453;0.821;0.552;1;1;0;1
23/06/2023;2023;6;Jun;Q2;25;EDM Wire-Cut;4;18;18;0;3504;25296;28800;0.483;0.878;0.55;1;1;0;1
24/06/2023;2023;6;Jun;Q2;25;EDM Wire-Cut;4;13;13;0;4095;24705;28800;0.465;0.858;0.542;1;1;0;1
25/06/2023;2023;6;Jun;Q2;25;EDM Wire-Cut;4;14;14;0;4397;24403;28800;0.428;0.847;0.505;1;1;0;1
26/06/2023;2023;6;Jun;Q2;26;EDM Wire-Cut;4;13;13;0;3329;25471;28800;0.474;0.884;0.536;1;1;0;1
27/06/2023;2023;6;Jun;Q2;26;EDM Wire-Cut;4;14;14;0;3501;25299;28800;0.514;0.878;0.585;1;1;0;1
28/06/2023;2023;6;Jun;Q2;26;EDM Wire-Cut;4;13;13;0;3958;24842;28800;0.516;0.863;0.598;1;1;0;1
29/06/2023;2023;6;Jun;Q2;26;EDM Wire-Cut;4;18;18;0;3198;25602;28800;0.529;0.889;0.595;1;1;0;1
30/06/2023;2023;6;Jun;Q2;26;EDM Wire-Cut;4;13;13;0;3033;25767;28800;0.524;0.895;0.586;1;1;0;1
01/07/2023;2023;7;Jul;Q3;26;EDM Wire-Cut;4;19;19;0;3102;25698;28800;0.484;0.892;0.542;1;1;0;1
02/07/2023;2023;7;Jul;Q3;26;EDM Wire-Cut;4;18;18;0;4789;24011;28800;0.449;0.834;0.538;1;1;0;1
03/07/2023;2023;7;Jul;Q3;27;EDM Wire-Cut;4;13;13;0;4163;24637;28800;0.448;0.855;0.524;1;1;0;1
04/07/2023;2023;7;Jul;Q3;27;EDM Wire-Cut;4;15;15;0;3244;25556;28800;0.49;0.887;0.552;1;1;0;1
05/07/2023;2023;7;Jul;Q3;27;EDM Wire-Cut;4;16;16;0;4529;24271;28800;0.478;0.843;0.567;1;1;0;1
06/07/2023;2023;7;Jul;Q3;27;EDM Wire-Cut;4;17;17;0;3287;25513;28800;0.48;0.886;0.542;1;1;0;1
07/07/2023;2023;7;Jul;Q3;27;EDM Wire-Cut;4;17;17;0;2352;26448;28800;0.528;0.918;0.575;1;1;0;1
08/07/2023;2023;7;Jul;Q3;27;EDM Wire-Cut;4;15;15;0;4393;24407;28800;0.491;0.847;0.58;1;1;0;1
09/07/2023;2023;7;Jul;Q3;27;EDM Wire-Cut;4;12;12;0;5126;23674;28800;0.456;0.822;0.554;1;1;0;1
10/07/2023;2023;7;Jul;Q3;28;EDM Wire-Cut;4;16;16;0;4286;24514;28800;0.455;0.851;0.535;1;1;0;1
11/07/2023;2023;7;Jul;Q3;28;EDM Wire-Cut;4;14;14;0;2401;26399;28800;0.547;0.917;0.596;1;1;0;1
12/07/2023;2023;7;Jul;Q3;28;EDM Wire-Cut;4;7;7;0;3838;24962;28800;0.49;0.867;0.566;1;1;0;1
13/07/2023;2023;7;Jul;Q3;28;EDM Wire-Cut;4;16;16;0;3644;25156;28800;0.532;0.873;0.609;1;1;0;1
14/07/2023;2023;7;Jul;Q3;28;EDM Wire-Cut;4;13;13;0;4148;24652;28800;0.485;0.856;0.567;1;1;0;1
15/07/2023;2023;7;Jul;Q3;28;EDM Wire-Cut;4;13;13;0;3203;25597;28800;0.505;0.889;0.569;1;1;0;1
16/07/2023;2023;7;Jul;Q3;28;EDM Wire-Cut;4;15;15;0;3599;25201;28800;0.475;0.875;0.543;1;1;0;1
17/07/2023;2023;7;Jul;Q3;29;EDM Wire-Cut;4;11;11;0;2761;26039;28800;0.502;0.904;0.555;1;1;0;1
18/07/2023;2023;7;Jul;Q3;29;EDM Wire-Cut;4;15;15;0;4027;24773;28800;0.456;0.86;0.53;1;1;0;1
19/07/2023;2023;7;Jul;Q3;29;EDM Wire-Cut;4;14;14;0;2790;26010;28800;0.483;0.903;0.535;1;1;0;1
20/07/2023;2023;7;Jul;Q3;29;EDM Wire-Cut;4;12;12;0;4193;24607;28800;0.497;0.854;0.582;1;1;0;1
21/07/2023;2023;7;Jul;Q3;29;EDM Wire-Cut;4;15;15;0;3277;25523;28800;0.495;0.886;0.559;1;1;0;1
22/07/2023;2023;7;Jul;Q3;29;EDM Wire-Cut;4;10;10;0;1433;27367;28800;0.528;0.95;0.555;1;1;0;1
23/07/2023;2023;7;Jul;Q3;29;EDM Wire-Cut;4;15;15;0;4468;24332;28800;0.463;0.845;0.548;1;1;0;1
24/07/2023;2023;7;Jul;Q3;30;EDM Wire-Cut;4;16;16;0;4237;24563;28800;0.474;0.853;0.556;1;1;0;1
25/07/2023;2023;7;Jul;Q3;30;EDM Wire-Cut;4;15;14;1;4899;23901;28800;0.457;0.83;0.591;0.933;1;0.0667;0.9333
26/07/2023;2023;7;Jul;Q3;30;EDM Wire-Cut;4;17;16;1;2244;26556;28800;0.493;0.922;0.568;0.941;1;0.0588;0.9412
27/07/2023;2023;7;Jul;Q3;30;EDM Wire-Cut;4;18;18;0;3351;25449;28800;0.476;0.884;0.538;1;1;0;1
28/07/2023;2023;7;Jul;Q3;30;EDM Wire-Cut;4;14;14;0;3958;24842;28800;0.507;0.863;0.588;1;1;0;1
29/07/2023;2023;7;Jul;Q3;30;EDM Wire-Cut;4;17;17;0;4297;24503;28800;0.514;0.851;0.604;1;1;0;1
30/07/2023;2023;7;Jul;Q3;30;EDM Wire-Cut;4;14;14;0;2728;26072;28800;0.522;0.905;0.576;1;1;0;1
31/07/2023;2023;7;Jul;Q3;31;EDM Wire-Cut;4;13;13;0;4189;24611;28800;0.5;0.855;0.585;1;1;0;1
01/08/2023;2023;8;Aug;Q3;31;EDM Wire-Cut;4;14;14;0;3415;25385;28800;0.522;0.881;0.593;1;1;0;1
02/08/2023;2023;8;Aug;Q3;31;EDM Wire-Cut;4;15;15;0;2425;26375;28800;0.483;0.916;0.528;1;1;0;1
03/08/2023;2023;8;Aug;Q3;31;EDM Wire-Cut;4;17;17;0;3277;25523;28800;0.538;0.886;0.607;1;1;0;1
04/08/2023;2023;8;Aug;Q3;31;EDM Wire-Cut;4;15;15;0;4253;24547;28800;0.503;0.852;0.59;1;1;0;1
05/08/2023;2023;8;Aug;Q3;31;EDM Wire-Cut;4;13;13;0;2458;26342;28800;0.527;0.915;0.576;1;1;0;1
06/08/2023;2023;8;Aug;Q3;31;EDM Wire-Cut;4;18;18;0;4347;24453;28800;0.477;0.849;0.562;1;1;0;1
07/08/2023;2023;8;Aug;Q3;32;EDM Wire-Cut;4;11;11;0;4075;24725;28800;0.459;0.859;0.535;1;1;0;1
08/08/2023;2023;8;Aug;Q3;32;EDM Wire-Cut;4;13;13;0;3660;25140;28800;0.487;0.873;0.558;1;1;0;1
09/08/2023;2023;8;Aug;Q3;32;EDM Wire-Cut;4;17;17;0;2595;26205;28800;0.523;0.91;0.575;1;1;0;1
10/08/2023;2023;8;Aug;Q3;32;EDM Wire-Cut;4;19;19;0;2657;26143;28800;0.49;0.908;0.54;1;1;0;1
11/08/2023;2023;8;Aug;Q3;32;EDM Wire-Cut;4;16;16;0;3549;25251;28800;0.494;0.877;0.563;1;1;0;1
12/08/2023;2023;8;Aug;Q3;32;EDM Wire-Cut;4;15;15;0;2988;25812;28800;0.482;0.896;0.538;1;1;0;1
13/08/2023;2023;8;Aug;Q3;32;EDM Wire-Cut;4;14;13;1;3599;25201;28800;0.452;0.875;0.556;0.929;1;0.0714;0.9286
14/08/2023;2023;8;Aug;Q3;33;EDM Wire-Cut;4;16;16;0;4555;24245;28800;0.45;0.842;0.534;1;1;0;1
15/08/2023;2023;8;Aug;Q3;33;EDM Wire-Cut;4;15;15;0;3645;25155;28800;0.465;0.873;0.532;1;1;0;1
16/08/2023;2023;8;Aug;Q3;33;EDM Wire-Cut;4;13;13;0;3624;25176;28800;0.501;0.874;0.573;1;1;0;1
17/08/2023;2023;8;Aug;Q3;33;EDM Wire-Cut;4;14;14;0;3625;25175;28800;0.482;0.874;0.552;1;1;0;1
18/08/2023;2023;8;Aug;Q3;33;EDM Wire-Cut;4;12;12;0;4638;24162;28800;0.465;0.839;0.554;1;1;0;1
19/08/2023;2023;8;Aug;Q3;33;EDM Wire-Cut;4;15;15;0;4853;23947;28800;0.458;0.831;0.551;1;1;0;1
20/08/2023;2023;8;Aug;Q3;33;EDM Wire-Cut;4;15;15;0;4181;24619;28800;0.536;0.855;0.627;1;1;0;1
21/08/2023;2023;8;Aug;Q3;34;EDM Wire-Cut;4;19;18;1;3961;24839;28800;0.473;0.862;0.579;0.947;1;0.0526;0.9474
22/08/2023;2023;8;Aug;Q3;34;EDM Wire-Cut;4;13;13;0;4033;24767;28800;0.5;0.86;0.581;1;1;0;1
23/08/2023;2023;8;Aug;Q3;34;EDM Wire-Cut;4;14;14;0;4957;23843;28800;0.453;0.828;0.547;1;1;0;1
24/08/2023;2023;8;Aug;Q3;34;EDM Wire-Cut;4;18;18;0;4223;24577;28800;0.492;0.853;0.576;1;1;0;1
25/08/2023;2023;8;Aug;Q3;34;EDM Wire-Cut;4;19;19;0;5030;23770;28800;0.462;0.825;0.56;1;1;0;1
26/08/2023;2023;8;Aug;Q3;34;EDM Wire-Cut;4;16;16;0;3533;25267;28800;0.48;0.877;0.547;1;1;0;1
27/08/2023;2023;8;Aug;Q3;34;EDM Wire-Cut;4;14;14;0;2826;25974;28800;0.549;0.902;0.609;1;1;0;1
28/08/2023;2023;8;Aug;Q3;35;EDM Wire-Cut;4;13;13;0;3340;25460;28800;0.511;0.884;0.578;1;1;0;1
29/08/2023;2023;8;Aug;Q3;35;EDM Wire-Cut;4;10;10;0;3422;25378;28800;0.508;0.881;0.577;1;1;0;1
30/08/2023;2023;8;Aug;Q3;35;EDM Wire-Cut;4;12;12;0;5093;23707;28800;0.447;0.823;0.543;1;1;0;1
31/08/2023;2023;8;Aug;Q3;35;EDM Wire-Cut;4;15;15;0;4424;24376;28800;0.454;0.846;0.536;1;1;0;1
01/09/2023;2023;9;Sep;Q3;35;EDM Wire-Cut;4;14;14;0;3364;25436;28800;0.498;0.883;0.564;1;1;0;1
02/09/2023;2023;9;Sep;Q3;35;EDM Wire-Cut;4;16;16;0;4479;24321;28800;0.466;0.844;0.552;1;1;0;1
03/09/2023;2023;9;Sep;Q3;35;EDM Wire-Cut;4;14;14;0;3756;25044;28800;0.503;0.87;0.579;1;1;0;1
04/09/2023;2023;9;Sep;Q3;36;EDM Wire-Cut;4;13;13;0;5117;23683;28800;0.477;0.822;0.58;1;1;0;1
05/09/2023;2023;9;Sep;Q3;36;EDM Wire-Cut;4;16;16;0;3599;25201;28800;0.496;0.875;0.566;1;1;0;1
06/09/2023;2023;9;Sep;Q3;36;EDM Wire-Cut;4;21;21;0;2669;26131;28800;0.53;0.907;0.584;1;1;0;1
07/09/2023;2023;9;Sep;Q3;36;EDM Wire-Cut;4;14;14;0;3712;25088;28800;0.496;0.871;0.569;1;1;0;1
08/09/2023;2023;9;Sep;Q3;36;EDM Wire-Cut;4;15;15;0;3599;25201;28800;0.477;0.875;0.545;1;1;0;1
09/09/2023;2023;9;Sep;Q3;36;EDM Wire-Cut;4;17;17;0;2820;25980;28800;0.506;0.902;0.561;1;1;0;1
10/09/2023;2023;9;Sep;Q3;36;EDM Wire-Cut;4;13;13;0;4308;24492;28800;0.483;0.85;0.568;1;1;0;1
11/09/2023;2023;9;Sep;Q3;37;EDM Wire-Cut;4;18;17;1;4955;23845;28800;0.458;0.828;0.586;0.944;1;0.0556;0.9444
12/09/2023;2023;9;Sep;Q3;37;EDM Wire-Cut;4;10;10;0;2990;25810;28800;0.511;0.896;0.57;1;1;0;1
13/09/2023;2023;9;Sep;Q3;37;EDM Wire-Cut;4;14;14;0;4606;24194;28800;0.464;0.84;0.552;1;1;0;1
14/09/2023;2023;9;Sep;Q3;37;EDM Wire-Cut;4;14;14;0;3388;25412;28800;0.518;0.882;0.587;1;1;0;1
15/09/2023;2023;9;Sep;Q3;37;EDM Wire-Cut;4;15;15;0;3837;24963;28800;0.497;0.867;0.574;1;1;0;1
16/09/2023;2023;9;Sep;Q3;37;EDM Wire-Cut;4;9;9;0;3756;25044;28800;0.522;0.87;0.6;1;1;0;1
17/09/2023;2023;9;Sep;Q3;37;EDM Wire-Cut;4;18;18;0;3837;24963;28800;0.491;0.867;0.567;1;1;0;1
18/09/2023;2023;9;Sep;Q3;38;EDM Wire-Cut;4;16;16;0;4221;24579;28800;0.462;0.853;0.542;1;1;0;1
19/09/2023;2023;9;Sep;Q3;38;EDM Wire-Cut;4;18;18;0;3066;25734;28800;0.529;0.894;0.592;1;1;0;1
20/09/2023;2023;9;Sep;Q3;38;EDM Wire-Cut;4;19;19;0;4853;23947;28800;0.459;0.831;0.552;1;1;0;1
21/09/2023;2023;9;Sep;Q3;38;EDM Wire-Cut;4;13;13;0;4244;24556;28800;0.487;0.853;0.572;1;1;0;1
22/09/2023;2023;9;Sep;Q3;38;EDM Wire-Cut;4;8;8;0;4500;24300;28800;0.48;0.844;0.569;1;1;0;1
23/09/2023;2023;9;Sep;Q3;38;EDM Wire-Cut;4;18;18;0;3254;25546;28800;0.502;0.887;0.566;1;1;0;1
24/09/2023;2023;9;Sep;Q3;38;EDM Wire-Cut;4;14;14;0;2996;25804;28800;0.503;0.896;0.561;1;1;0;1
25/09/2023;2023;9;Sep;Q3;39;EDM Wire-Cut;4;12;12;0;4768;24032;28800;0.44;0.834;0.528;1;1;0;1
26/09/2023;2023;9;Sep;Q3;39;EDM Wire-Cut;4;16;16;0;2963;25837;28800;0.487;0.897;0.542;1;1;0;1
27/09/2023;2023;9;Sep;Q3;39;EDM Wire-Cut;4;21;21;0;3971;24829;28800;0.509;0.862;0.59;1;1;0;1
28/09/2023;2023;9;Sep;Q3;39;EDM Wire-Cut;4;14;14;0;4642;24158;28800;0.482;0.839;0.575;1;1;0;1
29/09/2023;2023;9;Sep;Q3;39;EDM Wire-Cut;4;17;17;0;3758;25042;28800;0.529;0.87;0.608;1;1;0;1
30/09/2023;2023;9;Sep;Q3;39;EDM Wire-Cut;4;12;12;0;4758;24042;28800;0.452;0.835;0.542;1;1;0;1
01/10/2023;2023;10;Oct;Q4;39;EDM Wire-Cut;4;10;10;0;3647;25153;28800;0.493;0.873;0.564;1;1;0;1
02/10/2023;2023;10;Oct;Q4;40;EDM Wire-Cut;4;17;16;1;2871;25929;28800;0.501;0.9;0.591;0.941;1;0.0588;0.9412
03/10/2023;2023;10;Oct;Q4;40;EDM Wire-Cut;4;16;16;0;4145;24655;28800;0.473;0.856;0.552;1;1;0;1
04/10/2023;2023;10;Oct;Q4;40;EDM Wire-Cut;4;13;13;0;4009;24791;28800;0.477;0.861;0.554;1;1;0;1
05/10/2023;2023;10;Oct;Q4;40;EDM Wire-Cut;4;19;19;0;5929;22871;28800;0.443;0.794;0.558;1;1;0;1
06/10/2023;2023;10;Oct;Q4;40;EDM Wire-Cut;4;10;10;0;3127;25673;28800;0.495;0.891;0.555;1;1;0;1
07/10/2023;2023;10;Oct;Q4;40;EDM Wire-Cut;4;11;11;0;3662;25138;28800;0.504;0.873;0.577;1;1;0;1
08/10/2023;2023;10;Oct;Q4;40;EDM Wire-Cut;4;13;13;0;3292;25508;28800;0.465;0.886;0.525;1;1;0;1
09/10/2023;2023;10;Oct;Q4;41;EDM Wire-Cut;4;14;14;0;3746;25054;28800;0.524;0.87;0.602;1;1;0;1
10/10/2023;2023;10;Oct;Q4;41;EDM Wire-Cut;4;18;18;0;3715;25085;28800;0.473;0.871;0.543;1;1;0;1
